,ticker,Adj Close,date,sector,numpat_total,lda_avg_similarity_5_avg,lda_avg_similarity_10_avg,lda_avg_similarity_20_avg,bow_avg_similarity_5_avg,bow_avg_similarity_10_avg,bow_avg_similarity_20_avg,nw,nb,nt,nwc,nov,lda_avg_similarity_5_max,lda_avg_similarity_10_max,lda_avg_similarity_20_max,bow_avg_similarity_5_max,bow_avg_similarity_10_max,bow_avg_similarity_20_max
0,CHD,-0.0135309228598106,2010-01-05,,,,,,,,,,,,,,,,,,,
1,CHD,0.0047924940844916,2010-01-06,,,,,,,,,,,,,,,,,,,
2,CHD,-0.0111844446228203,2010-01-07,,,,,,,,,,,,,,,,,,,
3,CHD,-0.002162352543174,2010-01-08,,,,,,,,,,,,,,,,,,,
4,CHD,-0.0043341542938184,2010-01-11,,,,,,,,,,,,,,,,,,,
5,CHD,0.0254479099427731,2010-01-12,,,,,,,,,,,,,,,,,,,
6,CHD,0.0130615105367117,2010-01-13,,,,,,,,,,,,,,,,,,,
7,CHD,0.00773552000637,2010-01-14,,,,,,,,,,,,,,,,,,,
8,CHD,0.0047977830999841,2010-01-15,,,,,,,,,,,,,,,,,,,
9,CHD,0.0098680636760271,2010-01-19,,,,,,,,,,,,,,,,,,,
10,CHD,-0.000945833469639,2010-01-20,,,,,,,,,,,,,,,,,,,
11,CHD,-0.0186150463530169,2010-01-21,,,,,,,,,,,,,,,,,,,
12,CHD,-0.0077156267510789,2010-01-22,,,,,,,,,,,,,,,,,,,
13,CHD,-0.0092334506568133,2010-01-25,,,,,,,,,,,,,,,,,,,
14,CHD,-0.0034338363355264,2010-01-26,,,,,,,,,,,,,,,,,,,
15,CHD,-0.0001643333915395,2010-01-27,,,,,,,,,,,,,,,,,,,
16,CHD,-0.0009844860392336,2010-01-28,,,,,,,,,,,,,,,,,,,
17,CHD,-0.0096911075315015,2010-01-29,,,,,,,,,,,,,,,,,,,
18,CHD,-0.0011611551845855,2010-02-01,,,,,,,,,,,,,,,,,,,
19,CHD,0.0315510312412818,2010-02-02,,,,,,,,,,,,,,,,,,,
20,CHD,-0.0033805469199266,2010-02-03,,,,,,,,,,,,,,,,,,,
21,CHD,-0.0159909328285414,2010-02-04,,,,,,,,,,,,,,,,,,,
22,CHD,0.0029545034969107,2010-02-05,,,,,,,,,,,,,,,,,,,
23,CHD,-0.0063976020772067,2010-02-08,,,,,,,,,,,,,,,,,,,
24,CHD,0.0523363578128137,2010-02-09,,,,,,,,,,,,,,,,,,,
25,CHD,-0.0095702070792551,2010-02-10,,,,,,,,,,,,,,,,,,,
26,CHD,0.019166406266168,2010-02-11,,,,,,,,,,,,,,,,,,,
27,CHD,0.0003112845286044,2010-02-12,,,,,,,,,,,,,,,,,,,
28,CHD,0.0012430950063917,2010-02-16,,,,,,,,,,,,,,,,,,,
29,CHD,0.0065176248712364,2010-02-17,,,,,,,,,,,,,,,,,,,
30,CHD,0.0154177937312671,2010-02-18,,,,,,,,,,,,,,,,,,,
31,CHD,0.0006074265724329,2010-02-19,,,,,,,,,,,,,,,,,,,
32,CHD,0.0045521252472433,2010-02-22,,,,,,,,,,,,,,,,,,,
33,CHD,-0.0042293088380118,2010-02-23,Consumer Staples,395.0,0.1853261955695121,0.1853261955695121,0.1853261955695121,0.1231936495700257,0.1231936495700257,0.1231936495700257,0.0,1.0,0.0,70.0,0.9902780055999756,0.1853261955695121,0.1853261955695121,0.1853261955695121,0.1231936495700257,0.1231936495700257,0.1231936495700257
34,CHD,0.0218441465652816,2010-02-24,,,,,,,,,,,,,,,,,,,
35,CHD,0.0011877319375195,2010-02-25,,,,,,,,,,,,,,,,,,,
36,CHD,-0.0038550513868312,2010-02-26,,,,,,,,,,,,,,,,,,,
37,CHD,0.0010418169475143,2010-03-01,,,,,,,,,,,,,,,,,,,
38,CHD,0.0052045590526419,2010-03-02,,,,,,,,,,,,,,,,,,,
39,CHD,-0.010798707694176,2010-03-03,,,,,,,,,,,,,,,,,,,
40,CHD,0.0001493724831498,2010-03-04,,,,,,,,,,,,,,,,,,,
41,CHD,0.0049343745912959,2010-03-05,,,,,,,,,,,,,,,,,,,
42,CHD,0.0043145758105822,2010-03-08,,,,,,,,,,,,,,,,,,,
43,CHD,-0.001629478061862,2010-03-09,,,,,,,,,,,,,,,,,,,
44,CHD,0.0019291961235958,2010-03-10,,,,,,,,,,,,,,,,,,,
45,CHD,0.0075528250035663,2010-03-11,,,,,,,,,,,,,,,,,,,
46,CHD,0.0070560031903912,2010-03-12,,,,,,,,,,,,,,,,,,,
47,CHD,-0.0179535658783517,2010-03-15,,,,,,,,,,,,,,,,,,,
48,CHD,0.0092157454536365,2010-03-16,,,,,,,,,,,,,,,,,,,
49,CHD,-0.0019150461065755,2010-03-17,,,,,,,,,,,,,,,,,,,
50,CHD,0.0005903755522722,2010-03-18,,,,,,,,,,,,,,,,,,,
51,CHD,0.0008848358564921,2010-03-19,,,,,,,,,,,,,,,,,,,
52,CHD,0.0135550109204616,2010-03-22,,,,,,,,,,,,,,,,,,,
53,CHD,0.0059604776059813,2010-03-23,,,,,,,,,,,,,,,,,,,
54,CHD,-0.0078032269772032,2010-03-24,,,,,,,,,,,,,,,,,,,
55,CHD,-0.0192255281632287,2010-03-25,,,,,,,,,,,,,,,,,,,
56,CHD,-0.0126224246676834,2010-03-26,,,,,,,,,,,,,,,,,,,
57,CHD,0.011580653823862,2010-03-29,,,,,,,,,,,,,,,,,,,
58,CHD,-0.0001488507701116,2010-03-30,,,,,,,,,,,,,,,,,,,
59,CHD,-0.0044606766381447,2010-03-31,,,,,,,,,,,,,,,,,,,
60,CHD,0.0115012229270183,2010-04-01,,,,,,,,,,,,,,,,,,,
61,CHD,0.000147497579733,2010-04-05,,,,,,,,,,,,,,,,,,,
62,CHD,-0.0025100987766552,2010-04-06,,,,,,,,,,,,,,,,,,,
63,CHD,0.0014802523190402,2010-04-07,,,,,,,,,,,,,,,,,,,
64,CHD,0.0017737320715531,2010-04-08,,,,,,,,,,,,,,,,,,,
65,CHD,0.0042785649541674,2010-04-09,,,,,,,,,,,,,,,,,,,
66,CHD,-0.0039667903899444,2010-04-12,,,,,,,,,,,,,,,,,,,
67,CHD,0.001475422516675,2010-04-13,,,,,,,,,,,,,,,,,,,
68,CHD,0.0072162720035502,2010-04-14,,,,,,,,,,,,,,,,,,,
69,CHD,-0.0004385642244587,2010-04-15,,,,,,,,,,,,,,,,,,,
70,CHD,-0.0004394343685387,2010-04-16,,,,,,,,,,,,,,,,,,,
71,CHD,-0.0035120709088601,2010-04-19,,,,,,,,,,,,,,,,,,,
72,CHD,-0.0019092948523203,2010-04-20,,,,,,,,,,,,,,,,,,,
73,CHD,0.0042673018752212,2010-04-21,,,,,,,,,,,,,,,,,,,
74,CHD,-0.0008789957088799,2010-04-22,,,,,,,,,,,,,,,,,,,
75,CHD,-0.0004401223048113,2010-04-23,,,,,,,,,,,,,,,,,,,
76,CHD,0.0118841165245777,2010-04-26,,,,,,,,,,,,,,,,,,,
77,CHD,0.0001447571804096,2010-04-27,,,,,,,,,,,,,,,,,,,
78,CHD,-0.0049290241742412,2010-04-28,,,,,,,,,,,,,,,,,,,
79,CHD,0.0023308280065186,2010-04-29,,,,,,,,,,,,,,,,,,,
80,CHD,0.0065408788429699,2010-04-30,,,,,,,,,,,,,,,,,,,
81,CHD,0.0005774905013784,2010-05-03,,,,,,,,,,,,,,,,,,,
82,CHD,0.000289180361892,2010-05-04,,,,,,,,,,,,,,,,,,,
83,CHD,0.0005766561283935,2010-05-05,,,,,,,,,,,,,,,,,,,
84,CHD,-0.0224945981753242,2010-05-06,,,,,,,,,,,,,,,,,,,
85,CHD,-0.0150462395028421,2010-05-07,,,,,,,,,,,,,,,,,,,
86,CHD,0.0393886872956279,2010-05-10,,,,,,,,,,,,,,,,,,,
87,CHD,-0.0344376910571884,2010-05-11,,,,,,,,,,,,,,,,,,,
88,CHD,0.0017902455057536,2010-05-12,,,,,,,,,,,,,,,,,,,
89,CHD,-0.005821599587904,2010-05-13,,,,,,,,,,,,,,,,,,,
90,CHD,-0.0150150519128903,2010-05-14,,,,,,,,,,,,,,,,,,,
91,CHD,0.0233230548434126,2010-05-17,,,,,,,,,,,,,,,,,,,
92,CHD,-0.0086398770698357,2010-05-18,,,,,,,,,,,,,,,,,,,
93,CHD,0.0015027792941577,2010-05-19,,,,,,,,,,,,,,,,,,,
94,CHD,-0.0262564706296916,2010-05-20,,,,,,,,,,,,,,,,,,,
95,CHD,0.0001542979787463,2010-05-21,,,,,,,,,,,,,,,,,,,
96,CHD,0.0095514659999591,2010-05-24,,,,,,,,,,,,,,,,,,,
97,CHD,-0.0144971359967139,2010-05-25,Consumer Staples,395.0,0.1755162258542602,0.2918309845658573,0.2956264777639782,0.1270892804846042,0.1397879171407562,0.1617508380553721,0.0,0.0,0.0,0.0,0.95941960811615,0.1755162258542602,0.2918309845658573,0.2956264777639782,0.1270892804846042,0.1397879171407562,0.1617508380553721
98,CHD,0.0154846334174221,2010-05-26,,,,,,,,,,,,,,,,,,,
99,CHD,0.0010672649761125,2010-05-27,,,,,,,,,,,,,,,,,,,
100,CHD,0.0024373248018749,2010-05-28,,,,,,,,,,,,,,,,,,,
101,CHD,0.0022794450566068,2010-06-01,,,,,,,,,,,,,,,,,,,
102,CHD,0.0184958322153727,2010-06-02,,,,,,,,,,,,,,,,,,,
103,CHD,0.0017864647782768,2010-06-03,,,,,,,,,,,,,,,,,,,
104,CHD,-0.0329867117239036,2010-06-04,,,,,,,,,,,,,,,,,,,
105,CHD,0.006914471764279,2010-06-07,,,,,,,,,,,,,,,,,,,
106,CHD,0.0122080922441243,2010-06-08,,,,,,,,,,,,,,,,,,,
107,CHD,0.010402605296869,2010-06-09,,,,,,,,,,,,,,,,,,,
108,CHD,0.006714459925915,2010-06-10,,,,,,,,,,,,,,,,,,,
109,CHD,0.014079948821615,2010-06-11,,,,,,,,,,,,,,,,,,,
110,CHD,-0.0051151624428962,2010-06-14,,,,,,,,,,,,,,,,,,,
111,CHD,0.007785748968023,2010-06-15,,,,,,,,,,,,,,,,,,,
112,CHD,-0.020262066392453,2010-06-16,,,,,,,,,,,,,,,,,,,
113,CHD,0.0058026106692095,2010-06-17,,,,,,,,,,,,,,,,,,,
114,CHD,-0.0159763071205367,2010-06-18,,,,,,,,,,,,,,,,,,,
115,CHD,0.0021047144617021,2010-06-21,,,,,,,,,,,,,,,,,,,
116,CHD,-0.0186018504891438,2010-06-22,,,,,,,,,,,,,,,,,,,
117,CHD,-0.0032100497461245,2010-06-23,,,,,,,,,,,,,,,,,,,
118,CHD,-0.0055206640280897,2010-06-24,,,,,,,,,,,,,,,,,,,
119,CHD,-0.0037008739671762,2010-06-25,,,,,,,,,,,,,,,,,,,
120,CHD,0.0065007304090971,2010-06-28,,,,,,,,,,,,,,,,,,,
121,CHD,-0.0259878985287318,2010-06-29,,,,,,,,,,,,,,,,,,,
122,CHD,-0.0099464612217936,2010-06-30,,,,,,,,,,,,,,,,,,,
